ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-421,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-422,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-423,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-424,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-425,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-426,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-427,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-428,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-429,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-430,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-431,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-432,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-433,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-434,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-435,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-436,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-437,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-438,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-439,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-440,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-441,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-442,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-443,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-444,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-445,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-446,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-447,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-448,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-449,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-450,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-451,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-452,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-453,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-454,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-455,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-456,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-457,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-458,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-459,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-460,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-461,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-462,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-463,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-464,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-465,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-466,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-467,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-468,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-469,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-470,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-471,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-472,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-473,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-474,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-475,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-476,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-477,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-478,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-479,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-480,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-481,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-482,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-483,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-484,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-485,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-486,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-487,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-488,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-489,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-490,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-491,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-492,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-493,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-494,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-495,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-496,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-497,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-498,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-499,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-500,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-501,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-502,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-503,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-504,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-505,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-506,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-507,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-508,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-509,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-510,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-511,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-512,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-513,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-514,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-515,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-516,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-517,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-518,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-519,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-520,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-521,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-522,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-523,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-524,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-525,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-526,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-527,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-528,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-529,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-530,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-531,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-532,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-533,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-534,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-535,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-536,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-537,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-538,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-539,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-540,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-541,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-542,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-543,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-544,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-545,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-546,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-547,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-548,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-549,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-550,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-551,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-552,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-553,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-554,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-555,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-556,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-557,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-558,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-559,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-560,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-561,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-562,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-563,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-564,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-565,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-566,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-567,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-568,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-569,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-570,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-571,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-572,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-573,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-574,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-575,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-576,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-577,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-578,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-579,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-580,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-581,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-582,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-583,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-584,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-585,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-586,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-587,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-588,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-589,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-590,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-591,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-592,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-593,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-594,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-595,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-596,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-597,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-598,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-599,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-600,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-601,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-602,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-603,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-604,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-605,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-606,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-607,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-608,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-609,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-610,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-611,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-612,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-613,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-614,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-615,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-616,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-617,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-618,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-619,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-620,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-621,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-622,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-623,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-624,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-625,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-626,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-627,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-628,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-629,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-630,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-631,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-632,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-633,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-634,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-635,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-636,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-637,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-638,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-639,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-640,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-641,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-642,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-643,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-644,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-645,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-646,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-647,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-648,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-649,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-650,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-651,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-652,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-653,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-654,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-655,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-656,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-657,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-658,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-659,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-660,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-661,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-662,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-663,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-664,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-665,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-666,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-667,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-668,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-669,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-670,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-671,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-672,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-673,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-674,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-675,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-676,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-677,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-678,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-679,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-680,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-681,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-682,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-683,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-684,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-685,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-686,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-687,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-688,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-689,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-690,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-691,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-692,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-693,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-694,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-695,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-696,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-697,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-698,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-699,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-700,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-701,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-702,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-703,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-704,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-705,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-706,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-707,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-708,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-709,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-710,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-711,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-712,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-713,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-714,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-715,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-716,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-717,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-718,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-719,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-720,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-721,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-722,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-723,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-724,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-725,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-726,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-727,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-728,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-729,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-730,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-731,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-732,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-733,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-734,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-735,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-736,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-737,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-738,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-739,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-740,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-741,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-742,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-743,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-744,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-745,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-746,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-747,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-748,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-749,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-750,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-751,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-752,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-753,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-754,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-755,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-756,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-757,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-758,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-759,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-760,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-761,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-762,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-763,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-764,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-765,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-766,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-767,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-768,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-769,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-770,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-771,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-772,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-773,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-774,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-775,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-776,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-777,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-778,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-779,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-780,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-781,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-782,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-783,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-784,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-785,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-786,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-787,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-788,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-789,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-790,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-791,,posterior.trees,false,sample,bayesian,millennia,gray2009
posterior-792,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-793,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-794,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-795,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-796,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-797,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-798,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-799,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-800,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-801,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-802,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-803,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-804,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-805,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-806,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-807,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-808,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-809,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-810,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-811,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-812,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-813,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-814,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-815,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-816,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-817,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-818,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-819,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-820,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-821,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-822,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-823,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-824,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-825,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-826,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-827,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-828,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-829,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-830,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-831,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-832,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-833,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-834,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-835,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-836,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-837,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-838,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-839,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-840,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-841,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-842,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-843,,posterior.trees,true,sample,bayesian,millennia,gray2009
