ID,Name,Description,ColumnSpec,Nexus_File,Concepticon_ID,Concepticon_Gloss
8699,man_male-121,,,data,2106,MALE PERSON
8700,man_male-122,,,data,2106,MALE PERSON
8701,man_male-123,,,data,2106,MALE PERSON
8702,man_male-124,,,data,2106,MALE PERSON
8703,man_male-125,,,data,2106,MALE PERSON
8704,man_male-126,,,data,2106,MALE PERSON
8705,man_male-127,,,data,2106,MALE PERSON
8706,man_male-128,,,data,2106,MALE PERSON
8707,man_male-129,,,data,2106,MALE PERSON
8708,man_male-130,,,data,2106,MALE PERSON
8709,man_male-131,,,data,2106,MALE PERSON
8710,man_male-132,,,data,2106,MALE PERSON
8711,man_male-133,,,data,2106,MALE PERSON
8712,man_male-134,,,data,2106,MALE PERSON
8713,man_male-135,,,data,2106,MALE PERSON
8714,man_male-136,,,data,2106,MALE PERSON
8715,man_male-137,,,data,2106,MALE PERSON
8716,man_male-138,,,data,2106,MALE PERSON
8717,man_male-139,,,data,2106,MALE PERSON
8718,man_male-140,,,data,2106,MALE PERSON
8719,man_male-141,,,data,2106,MALE PERSON
8720,man_male-142,,,data,2106,MALE PERSON
8721,man_male-143,,,data,2106,MALE PERSON
8722,man_male-144,,,data,2106,MALE PERSON
8723,man_male-145,,,data,2106,MALE PERSON
8724,man_male-146,,,data,2106,MALE PERSON
8725,man_male-147,,,data,2106,MALE PERSON
8726,man_male-148,,,data,2106,MALE PERSON
8727,man_male-149,,,data,2106,MALE PERSON
8728,man_male-150,,,data,2106,MALE PERSON
8729,man_male-151,,,data,2106,MALE PERSON
8730,man_male-152,,,data,2106,MALE PERSON
8731,man_male-153,,,data,2106,MALE PERSON
8732,man_male-154,,,data,2106,MALE PERSON
8733,man_male-155,,,data,2106,MALE PERSON
8734,man_male-156,,,data,2106,MALE PERSON
8735,man_male-157,,,data,2106,MALE PERSON
8736,man_male-158,,,data,2106,MALE PERSON
8737,man_male-159,,,data,2106,MALE PERSON
8738,man_male-160,,,data,2106,MALE PERSON
8739,man_male-161,,,data,2106,MALE PERSON
8740,man_male-162,,,data,2106,MALE PERSON
8741,man_male-163,,,data,2106,MALE PERSON
8742,man_male-164,,,data,2106,MALE PERSON
8743,man_male-165,,,data,2106,MALE PERSON
8744,woman_female-1,,,data,2105,FEMALE PERSON
8745,woman_female-2,,,data,2105,FEMALE PERSON
8746,woman_female-3,,,data,2105,FEMALE PERSON
8747,woman_female-4,,,data,2105,FEMALE PERSON
8748,woman_female-5,,,data,2105,FEMALE PERSON
8749,woman_female-6,,,data,2105,FEMALE PERSON
8750,woman_female-7,,,data,2105,FEMALE PERSON
8751,woman_female-8,,,data,2105,FEMALE PERSON
8752,woman_female-9,,,data,2105,FEMALE PERSON
8753,woman_female-10,,,data,2105,FEMALE PERSON
8754,woman_female-11,,,data,2105,FEMALE PERSON
8755,woman_female-12,,,data,2105,FEMALE PERSON
8756,woman_female-13,,,data,2105,FEMALE PERSON
8757,woman_female-14,,,data,2105,FEMALE PERSON
8758,woman_female-15,,,data,2105,FEMALE PERSON
8759,woman_female-16,,,data,2105,FEMALE PERSON
8760,woman_female-17,,,data,2105,FEMALE PERSON
8761,woman_female-18,,,data,2105,FEMALE PERSON
8762,woman_female-19,,,data,2105,FEMALE PERSON
8763,woman_female-20,,,data,2105,FEMALE PERSON
8764,woman_female-21,,,data,2105,FEMALE PERSON
8765,woman_female-22,,,data,2105,FEMALE PERSON
8766,woman_female-23,,,data,2105,FEMALE PERSON
8767,woman_female-24,,,data,2105,FEMALE PERSON
8768,woman_female-25,,,data,2105,FEMALE PERSON
8769,woman_female-26,,,data,2105,FEMALE PERSON
8770,woman_female-27,,,data,2105,FEMALE PERSON
8771,woman_female-28,,,data,2105,FEMALE PERSON
8772,woman_female-29,,,data,2105,FEMALE PERSON
8773,woman_female-30,,,data,2105,FEMALE PERSON
8774,woman_female-31,,,data,2105,FEMALE PERSON
8775,woman_female-32,,,data,2105,FEMALE PERSON
8776,woman_female-33,,,data,2105,FEMALE PERSON
8777,woman_female-34,,,data,2105,FEMALE PERSON
8778,woman_female-35,,,data,2105,FEMALE PERSON
8779,woman_female-36,,,data,2105,FEMALE PERSON
8780,woman_female-37,,,data,2105,FEMALE PERSON
8781,woman_female-38,,,data,2105,FEMALE PERSON
8782,woman_female-39,,,data,2105,FEMALE PERSON
8783,woman_female-40,,,data,2105,FEMALE PERSON
8784,woman_female-41,,,data,2105,FEMALE PERSON
8785,woman_female-42,,,data,2105,FEMALE PERSON
8786,woman_female-43,,,data,2105,FEMALE PERSON
8787,woman_female-44,,,data,2105,FEMALE PERSON
8788,woman_female-45,,,data,2105,FEMALE PERSON
8789,woman_female-46,,,data,2105,FEMALE PERSON
8790,woman_female-47,,,data,2105,FEMALE PERSON
8791,woman_female-48,,,data,2105,FEMALE PERSON
8792,woman_female-49,,,data,2105,FEMALE PERSON
8793,woman_female-50,,,data,2105,FEMALE PERSON
8794,woman_female-51,,,data,2105,FEMALE PERSON
8795,woman_female-52,,,data,2105,FEMALE PERSON
8796,woman_female-53,,,data,2105,FEMALE PERSON
8797,woman_female-54,,,data,2105,FEMALE PERSON
8798,woman_female-55,,,data,2105,FEMALE PERSON
8799,woman_female-56,,,data,2105,FEMALE PERSON
8800,woman_female-57,,,data,2105,FEMALE PERSON
8801,woman_female-58,,,data,2105,FEMALE PERSON
8802,woman_female-59,,,data,2105,FEMALE PERSON
8803,woman_female-60,,,data,2105,FEMALE PERSON
8804,woman_female-61,,,data,2105,FEMALE PERSON
8805,woman_female-62,,,data,2105,FEMALE PERSON
8806,woman_female-63,,,data,2105,FEMALE PERSON
8807,woman_female-64,,,data,2105,FEMALE PERSON
8808,woman_female-65,,,data,2105,FEMALE PERSON
8809,woman_female-66,,,data,2105,FEMALE PERSON
8810,woman_female-67,,,data,2105,FEMALE PERSON
8811,woman_female-68,,,data,2105,FEMALE PERSON
8812,woman_female-69,,,data,2105,FEMALE PERSON
8813,woman_female-70,,,data,2105,FEMALE PERSON
8814,woman_female-71,,,data,2105,FEMALE PERSON
8815,woman_female-72,,,data,2105,FEMALE PERSON
8816,woman_female-73,,,data,2105,FEMALE PERSON
8817,woman_female-74,,,data,2105,FEMALE PERSON
8818,woman_female-75,,,data,2105,FEMALE PERSON
8819,woman_female-76,,,data,2105,FEMALE PERSON
8820,woman_female-77,,,data,2105,FEMALE PERSON
8821,woman_female-78,,,data,2105,FEMALE PERSON
8822,woman_female-79,,,data,2105,FEMALE PERSON
8823,woman_female-80,,,data,2105,FEMALE PERSON
8824,woman_female-81,,,data,2105,FEMALE PERSON
8825,woman_female-82,,,data,2105,FEMALE PERSON
8826,woman_female-83,,,data,2105,FEMALE PERSON
8827,woman_female-84,,,data,2105,FEMALE PERSON
8828,woman_female-85,,,data,2105,FEMALE PERSON
8829,woman_female-86,,,data,2105,FEMALE PERSON
8830,woman_female-87,,,data,2105,FEMALE PERSON
8831,woman_female-88,,,data,2105,FEMALE PERSON
8832,woman_female-89,,,data,2105,FEMALE PERSON
8833,woman_female-90,,,data,2105,FEMALE PERSON
8834,woman_female-91,,,data,2105,FEMALE PERSON
8835,woman_female-92,,,data,2105,FEMALE PERSON
8836,woman_female-93,,,data,2105,FEMALE PERSON
8837,woman_female-94,,,data,2105,FEMALE PERSON
8838,woman_female-95,,,data,2105,FEMALE PERSON
8839,woman_female-96,,,data,2105,FEMALE PERSON
8840,woman_female-97,,,data,2105,FEMALE PERSON
8841,woman_female-98,,,data,2105,FEMALE PERSON
8842,woman_female-99,,,data,2105,FEMALE PERSON
8843,woman_female-100,,,data,2105,FEMALE PERSON
8844,woman_female-101,,,data,2105,FEMALE PERSON
8845,woman_female-102,,,data,2105,FEMALE PERSON
8846,woman_female-103,,,data,2105,FEMALE PERSON
8847,woman_female-104,,,data,2105,FEMALE PERSON
8848,woman_female-105,,,data,2105,FEMALE PERSON
8849,woman_female-106,,,data,2105,FEMALE PERSON
8850,woman_female-107,,,data,2105,FEMALE PERSON
8851,woman_female-108,,,data,2105,FEMALE PERSON
8852,woman_female-109,,,data,2105,FEMALE PERSON
8853,woman_female-110,,,data,2105,FEMALE PERSON
8854,woman_female-111,,,data,2105,FEMALE PERSON
8855,woman_female-112,,,data,2105,FEMALE PERSON
8856,woman_female-113,,,data,2105,FEMALE PERSON
8857,woman_female-114,,,data,2105,FEMALE PERSON
8858,woman_female-115,,,data,2105,FEMALE PERSON
8859,woman_female-116,,,data,2105,FEMALE PERSON
8860,woman_female-117,,,data,2105,FEMALE PERSON
8861,woman_female-118,,,data,2105,FEMALE PERSON
8862,woman_female-119,,,data,2105,FEMALE PERSON
8863,woman_female-120,,,data,2105,FEMALE PERSON
8864,woman_female-121,,,data,2105,FEMALE PERSON
8865,woman_female-122,,,data,2105,FEMALE PERSON
8866,woman_female-123,,,data,2105,FEMALE PERSON
8867,woman_female-124,,,data,2105,FEMALE PERSON
8868,woman_female-125,,,data,2105,FEMALE PERSON
8869,woman_female-126,,,data,2105,FEMALE PERSON
8870,woman_female-127,,,data,2105,FEMALE PERSON
8871,woman_female-128,,,data,2105,FEMALE PERSON
8872,woman_female-129,,,data,2105,FEMALE PERSON
8873,woman_female-130,,,data,2105,FEMALE PERSON
8874,woman_female-131,,,data,2105,FEMALE PERSON
8875,woman_female-132,,,data,2105,FEMALE PERSON
8876,woman_female-133,,,data,2105,FEMALE PERSON
8877,woman_female-134,,,data,2105,FEMALE PERSON
8878,woman_female-135,,,data,2105,FEMALE PERSON
8879,woman_female-136,,,data,2105,FEMALE PERSON
8880,woman_female-137,,,data,2105,FEMALE PERSON
8881,woman_female-138,,,data,2105,FEMALE PERSON
8882,woman_female-139,,,data,2105,FEMALE PERSON
8883,woman_female-140,,,data,2105,FEMALE PERSON
8884,woman_female-141,,,data,2105,FEMALE PERSON
8885,woman_female-142,,,data,2105,FEMALE PERSON
8886,woman_female-143,,,data,2105,FEMALE PERSON
8887,woman_female-144,,,data,2105,FEMALE PERSON
8888,woman_female-145,,,data,2105,FEMALE PERSON
8889,woman_female-146,,,data,2105,FEMALE PERSON
8890,woman_female-147,,,data,2105,FEMALE PERSON
8891,child-1,,,data,2099,CHILD
8892,child-2,,,data,2099,CHILD
8893,child-3,,,data,2099,CHILD
8894,child-4,,,data,2099,CHILD
8895,child-5,,,data,2099,CHILD
8896,child-6,,,data,2099,CHILD
8897,child-7,,,data,2099,CHILD
8898,child-8,,,data,2099,CHILD
8899,child-9,,,data,2099,CHILD
8900,child-10,,,data,2099,CHILD
8901,child-11,,,data,2099,CHILD
8902,child-12,,,data,2099,CHILD
8903,child-13,,,data,2099,CHILD
8904,child-14,,,data,2099,CHILD
8905,child-15,,,data,2099,CHILD
8906,child-16,,,data,2099,CHILD
8907,child-17,,,data,2099,CHILD
8908,child-18,,,data,2099,CHILD
8909,child-19,,,data,2099,CHILD
8910,child-20,,,data,2099,CHILD
8911,child-21,,,data,2099,CHILD
8912,child-22,,,data,2099,CHILD
8913,child-23,,,data,2099,CHILD
8914,child-24,,,data,2099,CHILD
8915,child-25,,,data,2099,CHILD
8916,child-26,,,data,2099,CHILD
8917,child-27,,,data,2099,CHILD
8918,child-28,,,data,2099,CHILD
8919,child-29,,,data,2099,CHILD
8920,child-30,,,data,2099,CHILD
8921,child-31,,,data,2099,CHILD
8922,child-32,,,data,2099,CHILD
8923,child-33,,,data,2099,CHILD
8924,child-34,,,data,2099,CHILD
8925,child-35,,,data,2099,CHILD
8926,child-36,,,data,2099,CHILD
8927,child-37,,,data,2099,CHILD
8928,child-38,,,data,2099,CHILD
8929,child-39,,,data,2099,CHILD
8930,child-40,,,data,2099,CHILD
8931,child-41,,,data,2099,CHILD
8932,child-42,,,data,2099,CHILD
8933,child-43,,,data,2099,CHILD
8934,child-44,,,data,2099,CHILD
8935,child-45,,,data,2099,CHILD
8936,child-46,,,data,2099,CHILD
8937,child-47,,,data,2099,CHILD
8938,child-48,,,data,2099,CHILD
8939,child-49,,,data,2099,CHILD
8940,child-50,,,data,2099,CHILD
8941,child-51,,,data,2099,CHILD
8942,child-52,,,data,2099,CHILD
8943,child-53,,,data,2099,CHILD
8944,child-54,,,data,2099,CHILD
8945,child-55,,,data,2099,CHILD
8946,child-56,,,data,2099,CHILD
8947,child-57,,,data,2099,CHILD
8948,child-58,,,data,2099,CHILD
8949,child-59,,,data,2099,CHILD
8950,child-60,,,data,2099,CHILD
8951,child-61,,,data,2099,CHILD
8952,child-62,,,data,2099,CHILD
8953,child-63,,,data,2099,CHILD
8954,child-64,,,data,2099,CHILD
8955,child-65,,,data,2099,CHILD
8956,child-66,,,data,2099,CHILD
8957,child-67,,,data,2099,CHILD
8958,child-68,,,data,2099,CHILD
8959,child-69,,,data,2099,CHILD
8960,child-70,,,data,2099,CHILD
8961,child-71,,,data,2099,CHILD
8962,child-72,,,data,2099,CHILD
8963,child-73,,,data,2099,CHILD
8964,child-74,,,data,2099,CHILD
8965,child-75,,,data,2099,CHILD
8966,child-76,,,data,2099,CHILD
8967,child-77,,,data,2099,CHILD
8968,child-78,,,data,2099,CHILD
8969,child-79,,,data,2099,CHILD
8970,child-80,,,data,2099,CHILD
8971,child-81,,,data,2099,CHILD
8972,child-82,,,data,2099,CHILD
8973,child-83,,,data,2099,CHILD
8974,child-84,,,data,2099,CHILD
8975,child-85,,,data,2099,CHILD
8976,child-86,,,data,2099,CHILD
8977,child-87,,,data,2099,CHILD
8978,child-88,,,data,2099,CHILD
8979,child-89,,,data,2099,CHILD
8980,child-90,,,data,2099,CHILD
8981,child-91,,,data,2099,CHILD
8982,child-92,,,data,2099,CHILD
8983,child-93,,,data,2099,CHILD
8984,child-94,,,data,2099,CHILD
8985,child-95,,,data,2099,CHILD
8986,child-96,,,data,2099,CHILD
8987,child-97,,,data,2099,CHILD
8988,child-98,,,data,2099,CHILD
8989,child-99,,,data,2099,CHILD
8990,child-100,,,data,2099,CHILD
8991,child-101,,,data,2099,CHILD
8992,child-102,,,data,2099,CHILD
8993,child-103,,,data,2099,CHILD
8994,child-104,,,data,2099,CHILD
8995,child-105,,,data,2099,CHILD
8996,child-106,,,data,2099,CHILD
8997,child-107,,,data,2099,CHILD
8998,child-108,,,data,2099,CHILD
8999,child-109,,,data,2099,CHILD
9000,child-110,,,data,2099,CHILD
9001,child-111,,,data,2099,CHILD
9002,child-112,,,data,2099,CHILD
9003,child-113,,,data,2099,CHILD
9004,child-114,,,data,2099,CHILD
9005,child-115,,,data,2099,CHILD
9006,child-116,,,data,2099,CHILD
9007,child-117,,,data,2099,CHILD
9008,child-118,,,data,2099,CHILD
9009,child-119,,,data,2099,CHILD
9010,child-120,,,data,2099,CHILD
9011,child-121,,,data,2099,CHILD
9012,child-122,,,data,2099,CHILD
9013,child-123,,,data,2099,CHILD
9014,child-124,,,data,2099,CHILD
9015,child-125,,,data,2099,CHILD
9016,child-126,,,data,2099,CHILD
9017,child-127,,,data,2099,CHILD
9018,child-128,,,data,2099,CHILD
9019,child-129,,,data,2099,CHILD
9020,child-130,,,data,2099,CHILD
9021,child-131,,,data,2099,CHILD
9022,child-132,,,data,2099,CHILD
9023,child-133,,,data,2099,CHILD
9024,child-134,,,data,2099,CHILD
9025,child-135,,,data,2099,CHILD
9026,child-136,,,data,2099,CHILD
9027,child-137,,,data,2099,CHILD
9028,child-138,,,data,2099,CHILD
9029,child-139,,,data,2099,CHILD
9030,child-140,,,data,2099,CHILD
9031,child-141,,,data,2099,CHILD
9032,child-142,,,data,2099,CHILD
9033,child-143,,,data,2099,CHILD
9034,child-144,,,data,2099,CHILD
9035,child-145,,,data,2099,CHILD
9036,child-146,,,data,2099,CHILD
9037,child-147,,,data,2099,CHILD
9038,child-148,,,data,2099,CHILD
9039,child-149,,,data,2099,CHILD
9040,child-150,,,data,2099,CHILD
9041,child-151,,,data,2099,CHILD
9042,child-152,,,data,2099,CHILD
9043,child-153,,,data,2099,CHILD
9044,child-154,,,data,2099,CHILD
9045,child-155,,,data,2099,CHILD
9046,child-156,,,data,2099,CHILD
9047,child-157,,,data,2099,CHILD
9048,child-158,,,data,2099,CHILD
9049,husband-1,,,data,1200,HUSBAND
9050,husband-2,,,data,1200,HUSBAND
9051,husband-3,,,data,1200,HUSBAND
9052,husband-4,,,data,1200,HUSBAND
9053,husband-5,,,data,1200,HUSBAND
9054,husband-6,,,data,1200,HUSBAND
9055,husband-7,,,data,1200,HUSBAND
9056,husband-8,,,data,1200,HUSBAND
9057,husband-9,,,data,1200,HUSBAND
9058,husband-10,,,data,1200,HUSBAND
9059,husband-11,,,data,1200,HUSBAND
9060,husband-12,,,data,1200,HUSBAND
9061,husband-13,,,data,1200,HUSBAND
9062,husband-14,,,data,1200,HUSBAND
9063,husband-15,,,data,1200,HUSBAND
9064,husband-16,,,data,1200,HUSBAND
9065,husband-17,,,data,1200,HUSBAND
9066,husband-18,,,data,1200,HUSBAND
9067,husband-19,,,data,1200,HUSBAND
9068,husband-20,,,data,1200,HUSBAND
9069,husband-21,,,data,1200,HUSBAND
9070,husband-22,,,data,1200,HUSBAND
9071,husband-23,,,data,1200,HUSBAND
9072,husband-24,,,data,1200,HUSBAND
9073,husband-25,,,data,1200,HUSBAND
9074,husband-26,,,data,1200,HUSBAND
9075,husband-27,,,data,1200,HUSBAND
9076,husband-28,,,data,1200,HUSBAND
9077,husband-29,,,data,1200,HUSBAND
9078,husband-30,,,data,1200,HUSBAND
9079,husband-31,,,data,1200,HUSBAND
9080,husband-32,,,data,1200,HUSBAND
9081,husband-33,,,data,1200,HUSBAND
9082,husband-34,,,data,1200,HUSBAND
9083,husband-35,,,data,1200,HUSBAND
9084,husband-36,,,data,1200,HUSBAND
9085,husband-37,,,data,1200,HUSBAND
9086,husband-38,,,data,1200,HUSBAND
9087,husband-39,,,data,1200,HUSBAND
9088,husband-40,,,data,1200,HUSBAND
9089,husband-41,,,data,1200,HUSBAND
9090,husband-42,,,data,1200,HUSBAND
9091,husband-43,,,data,1200,HUSBAND
9092,husband-44,,,data,1200,HUSBAND
9093,husband-45,,,data,1200,HUSBAND
9094,husband-46,,,data,1200,HUSBAND
9095,husband-47,,,data,1200,HUSBAND
9096,husband-48,,,data,1200,HUSBAND
9097,husband-49,,,data,1200,HUSBAND
9098,husband-50,,,data,1200,HUSBAND
9099,husband-51,,,data,1200,HUSBAND
9100,husband-52,,,data,1200,HUSBAND
9101,husband-53,,,data,1200,HUSBAND
9102,husband-54,,,data,1200,HUSBAND
9103,husband-55,,,data,1200,HUSBAND
9104,husband-56,,,data,1200,HUSBAND
9105,husband-57,,,data,1200,HUSBAND
9106,husband-58,,,data,1200,HUSBAND
9107,husband-59,,,data,1200,HUSBAND
9108,husband-60,,,data,1200,HUSBAND
9109,husband-61,,,data,1200,HUSBAND
9110,husband-62,,,data,1200,HUSBAND
9111,husband-63,,,data,1200,HUSBAND
9112,husband-64,,,data,1200,HUSBAND
9113,husband-65,,,data,1200,HUSBAND
9114,husband-66,,,data,1200,HUSBAND
9115,husband-67,,,data,1200,HUSBAND
9116,husband-68,,,data,1200,HUSBAND
9117,husband-69,,,data,1200,HUSBAND
9118,husband-70,,,data,1200,HUSBAND
9119,husband-71,,,data,1200,HUSBAND
9120,husband-72,,,data,1200,HUSBAND
9121,husband-73,,,data,1200,HUSBAND
9122,husband-74,,,data,1200,HUSBAND
9123,husband-75,,,data,1200,HUSBAND
9124,husband-76,,,data,1200,HUSBAND
9125,husband-77,,,data,1200,HUSBAND
9126,husband-78,,,data,1200,HUSBAND
9127,husband-79,,,data,1200,HUSBAND
9128,husband-80,,,data,1200,HUSBAND
9129,husband-81,,,data,1200,HUSBAND
9130,husband-82,,,data,1200,HUSBAND
9131,husband-83,,,data,1200,HUSBAND
9132,husband-84,,,data,1200,HUSBAND
9133,husband-85,,,data,1200,HUSBAND
9134,husband-86,,,data,1200,HUSBAND
9135,husband-87,,,data,1200,HUSBAND
9136,husband-88,,,data,1200,HUSBAND
9137,husband-89,,,data,1200,HUSBAND
9138,husband-90,,,data,1200,HUSBAND
9139,husband-91,,,data,1200,HUSBAND
9140,husband-92,,,data,1200,HUSBAND
9141,husband-93,,,data,1200,HUSBAND
9142,husband-94,,,data,1200,HUSBAND
9143,husband-95,,,data,1200,HUSBAND
9144,husband-96,,,data,1200,HUSBAND
9145,husband-97,,,data,1200,HUSBAND
9146,husband-98,,,data,1200,HUSBAND
9147,husband-99,,,data,1200,HUSBAND
9148,husband-100,,,data,1200,HUSBAND
9149,husband-101,,,data,1200,HUSBAND
9150,husband-102,,,data,1200,HUSBAND
9151,husband-103,,,data,1200,HUSBAND
9152,husband-104,,,data,1200,HUSBAND
9153,husband-105,,,data,1200,HUSBAND
9154,husband-106,,,data,1200,HUSBAND
9155,husband-107,,,data,1200,HUSBAND
9156,husband-108,,,data,1200,HUSBAND
9157,husband-109,,,data,1200,HUSBAND
9158,husband-110,,,data,1200,HUSBAND
9159,husband-111,,,data,1200,HUSBAND
9160,husband-112,,,data,1200,HUSBAND
9161,husband-113,,,data,1200,HUSBAND
9162,husband-114,,,data,1200,HUSBAND
9163,husband-115,,,data,1200,HUSBAND
9164,husband-116,,,data,1200,HUSBAND
9165,husband-117,,,data,1200,HUSBAND
9166,husband-118,,,data,1200,HUSBAND
9167,husband-119,,,data,1200,HUSBAND
9168,husband-120,,,data,1200,HUSBAND
9169,husband-121,,,data,1200,HUSBAND
9170,husband-122,,,data,1200,HUSBAND
9171,husband-123,,,data,1200,HUSBAND
9172,husband-124,,,data,1200,HUSBAND
9173,husband-125,,,data,1200,HUSBAND
9174,husband-126,,,data,1200,HUSBAND
9175,husband-127,,,data,1200,HUSBAND
9176,husband-128,,,data,1200,HUSBAND
9177,husband-129,,,data,1200,HUSBAND
9178,husband-130,,,data,1200,HUSBAND
9179,husband-131,,,data,1200,HUSBAND
9180,husband-132,,,data,1200,HUSBAND
9181,husband-133,,,data,1200,HUSBAND
9182,husband-134,,,data,1200,HUSBAND
9183,husband-135,,,data,1200,HUSBAND
9184,husband-136,,,data,1200,HUSBAND
9185,husband-137,,,data,1200,HUSBAND
9186,husband-138,,,data,1200,HUSBAND
9187,husband-139,,,data,1200,HUSBAND
9188,husband-140,,,data,1200,HUSBAND
9189,husband-141,,,data,1200,HUSBAND
9190,husband-142,,,data,1200,HUSBAND
9191,husband-143,,,data,1200,HUSBAND
9192,husband-144,,,data,1200,HUSBAND
9193,husband-145,,,data,1200,HUSBAND
9194,husband-146,,,data,1200,HUSBAND
9195,husband-147,,,data,1200,HUSBAND
9196,husband-148,,,data,1200,HUSBAND
9197,husband-149,,,data,1200,HUSBAND
9198,husband-150,,,data,1200,HUSBAND
9199,husband-151,,,data,1200,HUSBAND
9200,husband-152,,,data,1200,HUSBAND
9201,husband-153,,,data,1200,HUSBAND
9202,husband-154,,,data,1200,HUSBAND
9203,husband-155,,,data,1200,HUSBAND
9204,husband-156,,,data,1200,HUSBAND
9205,husband-157,,,data,1200,HUSBAND
9206,husband-158,,,data,1200,HUSBAND
9207,husband-159,,,data,1200,HUSBAND
9208,husband-160,,,data,1200,HUSBAND
9209,husband-161,,,data,1200,HUSBAND
9210,husband-162,,,data,1200,HUSBAND
9211,husband-163,,,data,1200,HUSBAND
9212,husband-164,,,data,1200,HUSBAND
9213,husband-165,,,data,1200,HUSBAND
9214,husband-166,,,data,1200,HUSBAND
9215,husband-167,,,data,1200,HUSBAND
9216,wife-1,,,data,1199,WIFE
9217,wife-2,,,data,1199,WIFE
9218,wife-3,,,data,1199,WIFE
9219,wife-4,,,data,1199,WIFE
9220,wife-5,,,data,1199,WIFE
9221,wife-6,,,data,1199,WIFE
9222,wife-7,,,data,1199,WIFE
9223,wife-8,,,data,1199,WIFE
9224,wife-9,,,data,1199,WIFE
9225,wife-10,,,data,1199,WIFE
9226,wife-11,,,data,1199,WIFE
9227,wife-12,,,data,1199,WIFE
9228,wife-13,,,data,1199,WIFE
9229,wife-14,,,data,1199,WIFE
9230,wife-15,,,data,1199,WIFE
9231,wife-16,,,data,1199,WIFE
9232,wife-17,,,data,1199,WIFE
9233,wife-18,,,data,1199,WIFE
9234,wife-19,,,data,1199,WIFE
9235,wife-20,,,data,1199,WIFE
9236,wife-21,,,data,1199,WIFE
9237,wife-22,,,data,1199,WIFE
9238,wife-23,,,data,1199,WIFE
9239,wife-24,,,data,1199,WIFE
9240,wife-25,,,data,1199,WIFE
9241,wife-26,,,data,1199,WIFE
9242,wife-27,,,data,1199,WIFE
9243,wife-28,,,data,1199,WIFE
9244,wife-29,,,data,1199,WIFE
9245,wife-30,,,data,1199,WIFE
9246,wife-31,,,data,1199,WIFE
9247,wife-32,,,data,1199,WIFE
9248,wife-33,,,data,1199,WIFE
9249,wife-34,,,data,1199,WIFE
9250,wife-35,,,data,1199,WIFE
9251,wife-36,,,data,1199,WIFE
9252,wife-37,,,data,1199,WIFE
9253,wife-38,,,data,1199,WIFE
9254,wife-39,,,data,1199,WIFE
9255,wife-40,,,data,1199,WIFE
9256,wife-41,,,data,1199,WIFE
9257,wife-42,,,data,1199,WIFE
9258,wife-43,,,data,1199,WIFE
9259,wife-44,,,data,1199,WIFE
9260,wife-45,,,data,1199,WIFE
9261,wife-46,,,data,1199,WIFE
9262,wife-47,,,data,1199,WIFE
9263,wife-48,,,data,1199,WIFE
9264,wife-49,,,data,1199,WIFE
9265,wife-50,,,data,1199,WIFE
9266,wife-51,,,data,1199,WIFE
9267,wife-52,,,data,1199,WIFE
9268,wife-53,,,data,1199,WIFE
9269,wife-54,,,data,1199,WIFE
9270,wife-55,,,data,1199,WIFE
9271,wife-56,,,data,1199,WIFE
9272,wife-57,,,data,1199,WIFE
9273,wife-58,,,data,1199,WIFE
9274,wife-59,,,data,1199,WIFE
9275,wife-60,,,data,1199,WIFE
9276,wife-61,,,data,1199,WIFE
9277,wife-62,,,data,1199,WIFE
9278,wife-63,,,data,1199,WIFE
9279,wife-64,,,data,1199,WIFE
9280,wife-65,,,data,1199,WIFE
9281,wife-66,,,data,1199,WIFE
9282,wife-67,,,data,1199,WIFE
9283,wife-68,,,data,1199,WIFE
9284,wife-69,,,data,1199,WIFE
9285,wife-70,,,data,1199,WIFE
9286,wife-71,,,data,1199,WIFE
9287,wife-72,,,data,1199,WIFE
9288,wife-73,,,data,1199,WIFE
9289,wife-74,,,data,1199,WIFE
9290,wife-75,,,data,1199,WIFE
9291,wife-76,,,data,1199,WIFE
9292,wife-77,,,data,1199,WIFE
9293,wife-78,,,data,1199,WIFE
9294,wife-79,,,data,1199,WIFE
9295,wife-80,,,data,1199,WIFE
9296,wife-81,,,data,1199,WIFE
9297,wife-82,,,data,1199,WIFE
9298,wife-83,,,data,1199,WIFE
9299,wife-84,,,data,1199,WIFE
9300,wife-85,,,data,1199,WIFE
9301,wife-86,,,data,1199,WIFE
9302,wife-87,,,data,1199,WIFE
9303,wife-88,,,data,1199,WIFE
9304,wife-89,,,data,1199,WIFE
9305,wife-90,,,data,1199,WIFE
9306,wife-91,,,data,1199,WIFE
9307,wife-92,,,data,1199,WIFE
9308,wife-93,,,data,1199,WIFE
9309,wife-94,,,data,1199,WIFE
9310,wife-95,,,data,1199,WIFE
9311,wife-96,,,data,1199,WIFE
9312,wife-97,,,data,1199,WIFE
9313,wife-98,,,data,1199,WIFE
9314,wife-99,,,data,1199,WIFE
9315,wife-100,,,data,1199,WIFE
9316,wife-101,,,data,1199,WIFE
9317,wife-102,,,data,1199,WIFE
9318,wife-103,,,data,1199,WIFE
9319,wife-104,,,data,1199,WIFE
9320,wife-105,,,data,1199,WIFE
9321,wife-106,,,data,1199,WIFE
9322,wife-107,,,data,1199,WIFE
9323,wife-108,,,data,1199,WIFE
9324,wife-109,,,data,1199,WIFE
9325,wife-110,,,data,1199,WIFE
9326,wife-111,,,data,1199,WIFE
